name,make,model,year,price,engine,cylinders,fuel,mileage,transmission,trim,body,doors,exterior_color,interior_color,drivetrain
2024 RAM ProMaster 1500 Low Roof,RAM,ProMaster 1500,2024,51380,24V MPFI DOHC,6,Gasoline,10,9-Speed Automatic,Low Roof,Cargo Van,3,Bright White Clearcoat,Black,Front-wheel Drive
2024 Dodge Hornet Hornet R/T Plus Eawd,Dodge,Hornet,2024,52180,"4 gasoline direct injection, DOHC, Multiair variable valv",4,Gasoline,0,6-Spd Aisin F21-250 PHEV Auto Trans,Hornet R/T Plus Eawd,SUV,4,Blue Steele,Black,All-wheel Drive
2024 Volkswagen Taos 1.5T SE,Volkswagen,Taos,2024,28998,16V GDI DOHC Turbo,4,Gasoline,11,7-Speed DSGA? Automatic w/ 4MO,1.5T SE,SUV,4,Platinum Gray Metallic,Black,All-wheel Drive
2024 Nissan Kicks SV,Nissan,Kicks,2024,24979,"4 DOHC, CVTCS variable valve control, regular unleaded, e",4,Gasoline,5,CVT with Xtronic,SV,SUV,4,Scarlet Ember Tintcoat/Super Black,Charcoal,Front-wheel Drive
2024 Ford Transit-350 148 WB Medium Roof Cargo,Ford,Transit-350,2024,52530,24V PDI DOHC Flexible Fuel,6,E85 Flex Fuel,1,,148 WB Medium Roof Cargo,Cargo Van,3,White,,Rear-wheel Drive
2023 RAM ProMaster 2500 High Roof,RAM,ProMaster 2500,2023,50245,"6 DOHC, variable valve control, regular unleaded, engine",6,Gasoline,0,Automatic,High Roof,Cargo Van,3,Bright White Clearcoat,Black,Front-wheel Drive
2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,2024,49082,"gasoline direct injection, DOHC, intercooled turbo, premi",4,Gasoline,51,8-Speed Automatic,Base,SUV,4,Bright White Clearcoat,Wicker Beige/Black,Four-wheel Drive
2024 Subaru Impreza RS,Subaru,Impreza,2024,32098,16V GDI DOHC,4,Gasoline,5,Automatic CVT,RS,Hatchback,4,Crystal Black Silica,Black,All-wheel Drive
2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,2024,53791,16V GDI DOHC Turbo Hybrid,4,Hybrid,11,8-Speed Automatic,Base,SUV,4,Velvet Red Pearlcoat,Global Black,Four-wheel Drive
2024 Jeep Grand Cherokee L Laredo,Jeep,Grand Cherokee L,2024,49139,OHV,6,Gasoline,10,8-Speed Automatic,Laredo,SUV,4,Velvet Red Pearlcoat,Global Black,Four-wheel Drive
2024 Ford Expedition XLT,Ford,Expedition,2024,72135,24V PDI DOHC Twin Turbo,6,Gasoline,7,10-Speed Automatic,XLT,SUV,4,Black,Black Onyx,Four-wheel Drive
2024 Honda CR-V EX-L,Honda,CR-V,2024,37965,16V GDI DOHC Turbo,4,Gasoline,0,Automatic CVT,EX-L,SUV,4,Still Night Pearl,Black,All-wheel Drive
2024 Kia Soul S,Kia,Soul,2024,21000,"DOHC, D-CVVT variable valve control, regular unleaded, en",4,Gasoline,5,Automatic,S,Hatchback,4,Midnight Sapphire,Black,Front-wheel Drive
2024 Hyundai Tucson Hybrid SEL Convenience,Hyundai,Tucson Hybrid,2024,37335,"ream 1.6L I-4 gasoline direct injection, DOHC, CVVD varia",4,Hybrid,1,6-Speed Automatic,SEL Convenience,SUV,4,Black Pearl,Black,All-wheel Drive
2024 Kia Sportage X-Line,Kia,Sportage,2024,33785,16V PDI DOHC,4,Gasoline,1,8-Speed Automatic,X-Line,SUV,4,Red,Black,All-wheel Drive
2023 Chrysler 300 Touring L,Chrysler,300,2023,35994,24V MPFI DOHC,6,Gasoline,10,8-Speed Automatic,Touring L,Sedan,4,Gloss Black,Black,Rear-wheel Drive
2024 GMC Sierra 2500 Pro,GMC,Sierra 2500,2024,48268,16V GDI OHV,8,Gasoline,3,10-Speed Automatic,Pro,Pickup Truck,2,Summit White,Jet Black,Rear-wheel Drive
2024 Dodge Hornet R/T Plus,Dodge,Hornet,2024,45141,16V GDI DOHC Turbo Hybrid,4,Hybrid,5,6-Speed Automatic,R/T Plus,SUV,4,Blue Steel,Black,All-wheel Drive
2024 Volkswagen Taos 1.5T S,Volkswagen,Taos,2024,28098,"4 gasoline direct injection, DOHC, variable valve control",4,Gasoline,66,7-Speed DSG Automatic with Tiptronic,1.5T S,SUV,4,Deep Black Pearl,Gray/Black,All-wheel Drive
2024 Nissan Kicks SR,Nissan,Kicks,2024,24430,16V MPFI DOHC,4,Gasoline,12,Automatic CVT,SR,SUV,4,Electric Blue Metallic,Charcoal,Front-wheel Drive
2024 Nissan Kicks SR,Nissan,Kicks,2024,24430,16V MPFI DOHC,4,Gasoline,12,Automatic CVT,SR,SUV,4,Super Black,Charcoal,Front-wheel Drive
2024 Nissan Kicks SR,Nissan,Kicks,2024,25080,16V MPFI DOHC,4,Gasoline,12,Automatic CVT,SR,SUV,4,Aspen White / Super Black,Charcoal,Front-wheel Drive
2024 Mercedes-Benz AMG C 43 Base 4MATIC,Mercedes-Benz,AMG C 43,2024,73960,16V PDI DOHC Turbo,4,Gasoline,5,9-Speed Automatic,Base 4MATIC,Sedan,4,Obsidian Black Metallic,Black,All-wheel Drive
2024 Jeep Grand Cherokee L Laredo,Jeep,Grand Cherokee L,2024,46659,OHV,6,Gasoline,10,8-Speed Automatic,Laredo,SUV,4,Diamond Black,Global Black,Four-wheel Drive
2024 Dodge Hornet R/T,Dodge,Hornet,2024,43490,16V GDI DOHC Turbo Hybrid,4,Hybrid,18,6-Speed Automatic,R/T,SUV,4,Gray,Black,All-wheel Drive
2023 Dodge Durango Pursuit,Dodge,Durango,2023,47280,16V MPFI OHV,8,Gasoline,22,8-Speed Automatic,Pursuit,SUV,4,White Knuckle Clearcoat,Black,All-wheel Drive
2024 RAM 3500 Laramie Crew Cab 4x4 8' Box,RAM,3500,2024,80927,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",6,Diesel,11,Automatic,Laramie Crew Cab 4x4 8&#39; Box,Pickup Truck,4,White,Black,Four-wheel Drive
2024 Chevrolet Equinox 1LT,Chevrolet,Equinox,2024,33977,16V GDI DOHC Turbo,4,Gasoline,6,6-Speed Automatic,1LT,SUV,4,Summit White,Jet Black,All-wheel Drive
2024 Kia Sportage X-Line,Kia,Sportage,2024,35795,16V PDI DOHC,4,Gasoline,41,8-Speed Automatic,X-Line,SUV,4,Wolf Gray,,All-wheel Drive
2024 Ford Maverick XLT,Ford,Maverick,2024,36550,16V GDI DOHC Turbo,4,Gasoline,4,8-Speed Automatic,XLT,Pickup Truck,4,Carbonized Gray Metallic,Black Onyx,All-wheel Drive
2024 Hyundai Tucson Hybrid SEL Convenience,Hyundai,Tucson Hybrid,2024,37805,16V GDI DOHC Turbo Hybrid,4,Hybrid,10,6-Speed Automatic,SEL Convenience,SUV,4,White Pearl,Gray,All-wheel Drive
2024 Jeep Wagoneer Series II,Jeep,Wagoneer,2024,74625,24V GDI DOHC Twin Turbo,6,Gasoline,10,8-Speed Automatic,Series II,SUV,4,Silver,Global Black,Four-wheel Drive
2024 Kia Sportage X-Line,Kia,Sportage,2024,35400,16V PDI DOHC,4,Gasoline,141,8-Speed Automatic,X-Line,SUV,4,Jungle Green,,All-wheel Drive
2024 Dodge Hornet R/T Plus,Dodge,Hornet,2024,43613,16V GDI DOHC Turbo Hybrid,4,Hybrid,5,6-Speed Automatic,R/T Plus,SUV,4,Gray,Black,All-wheel Drive
2024 Jeep Grand Cherokee L Altitude,Jeep,Grand Cherokee L,2024,49836,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6,Gasoline,7,Automatic,Altitude,SUV,4,Silver Zynith,Global Black,Four-wheel Drive
2024 Hyundai Kona SE,Hyundai,Kona,2024,27555,16V MPFI DOHC,4,Gasoline,0,Automatic CVT,SE,SUV,4,Orange Pearl,Black,All-wheel Drive
2024 Ford Escape Active,Ford,Escape,2024,29305,12V PDI DOHC Turbo,3,Gasoline,10,8-Speed Automatic,Active,SUV,4,Carbonized Gray Metallic,Ebony,Front-wheel Drive
2024 Ford Edge SE,Ford,Edge,2024,40015,16V GDI DOHC Turbo,4,Gasoline,2,8-Speed Automatic,SE,SUV,4,Gray,Ebony,All-wheel Drive
2024 Kia Sportage SX-Prestige,Kia,Sportage,2024,35195,16V PDI DOHC,4,Gasoline,10,8-Speed Automatic,SX-Prestige,SUV,4,Ebony Black,Black,Front-wheel Drive
2024 Ford Bronco Sport Outer Banks,Ford,Bronco Sport,2024,35615,oBoost,3,Gasoline,0,8-Speed Automatic,Outer Banks,SUV,4,Cactus Gray,Navy Pier,Four-wheel Drive
2024 Nissan Versa S,Nissan,Versa,2024,20842,16V MPFI DOHC,4,Gasoline,4,Automatic CVT,S,Sedan,4,Gun Metallic,Charcoal,Front-wheel Drive
2024 Ford Explorer XLT,Ford,Explorer,2024,43685,16V GDI DOHC Turbo,4,Gasoline,8,10-Speed Automatic,XLT,SUV,4,Carbonized Gray Metallic,Ebony,Rear-wheel Drive
2024 Jeep Wagoneer L Base,Jeep,Wagoneer L,2024,66770,24V GDI DOHC Twin Turbo,6,Gasoline,20,8-Speed Automatic,Base,SUV,4,Silver Zynith,Global Black,Four-wheel Drive
2024 RAM ProMaster 1500 Low Roof,RAM,ProMaster 1500,2024,48822,24V MPFI DOHC,6,Gasoline,12,9-Speed Automatic,Low Roof,Cargo Van,3,Bright White Clearcoat,Black,Front-wheel Drive
2024 Hyundai Tucson Hybrid SEL Convenience,Hyundai,Tucson Hybrid,2024,37220,16V GDI DOHC Turbo Hybrid,4,Hybrid,5,6-Speed Automatic,SEL Convenience,SUV,4,Deep Sea,Gray,All-wheel Drive
2024 Jeep Grand Cherokee 4xe Trailhawk,Jeep,Grand Cherokee 4xe,2024,67164,16V GDI DOHC Turbo Hybrid,4,Hybrid,29,8-Speed Automatic,Trailhawk,SUV,4,Metallic,Global Black,Four-wheel Drive
2024 Hyundai Tucson Hybrid SEL Convenience,Hyundai,Tucson Hybrid,2024,37309,16V GDI DOHC Turbo Hybrid,4,Hybrid,5,6-Speed Automatic,SEL Convenience,SUV,4,Amazon Gray,Black,All-wheel Drive
2024 Jeep Grand Cherokee 4xe Overland,Jeep,Grand Cherokee 4xe,2024,77314,16V GDI DOHC Turbo Hybrid,4,Hybrid,6,8-Speed Automatic,Overland,SUV,4,Midnight Sky,Global Black,Four-wheel Drive
2024 Jeep Grand Cherokee 4xe Overland,Jeep,Grand Cherokee 4xe,2024,70312,16V GDI DOHC Turbo Hybrid,4,Hybrid,24,8-Speed Automatic,Overland,SUV,4,Midnight Sky,Global Black,Four-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,36331,16V GDI DOHC Turbo,4,Gasoline,17,8-Speed Automatic,Latitude,SUV,4,Silver Zynith,Black,Four-wheel Drive
2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,2024,62343,16V GDI DOHC Turbo Hybrid,4,Hybrid,11,8-Speed Automatic,Base,SUV,4,Bright White Clearcoat,Global Black,Four-wheel Drive
2024 RAM 3500 Tradesman,RAM,3500,2024,67446,oled Turbo Diesel I-6 6.7 L/408,6,Diesel,296,Automatic,Tradesman,Pickup Truck,4,Bright White Clearcoat,Diesel Gray/Black,Four-wheel Drive
2024 Hyundai Tucson Hybrid Limited,Hyundai,Tucson Hybrid,2024,40835,"ream 1.6L I-4 gasoline direct injection, DOHC, CVVD varia",4,Hybrid,16,Automatic,Limited,SUV,4,Amazon Gray,Black,All-wheel Drive
2024 Jeep Gladiator Sport,Jeep,Gladiator,2024,54620,24V MPFI DOHC,6,Gasoline,5,Automatic,Sport,Pickup Truck,4,Granite Crystal Clearcoat Metallic,Black,Four-wheel Drive
2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,2024,59674,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6,Gasoline,8,Automatic,Limited,SUV,4,Diamond Black Crystal Pearlcoat,Global Black,Four-wheel Drive
2024 RAM 2500 Tradesman,RAM,2500,2024,69315,24V DDI OHV Turbo Diesel,6,Diesel,0,Automatic,Tradesman,Pickup Truck,4,Bright White Clearcoat,Black,Four-wheel Drive
2024 Mercedes-Benz Sprinter 2500 Standard Roof,Mercedes-Benz,Sprinter 2500,2024,59037,16V DDI DOHC Turbo Diesel,4,Diesel,10,9-Speed Automatic,Standard Roof,Cargo Van,3,Arctic White,Black,Rear-wheel Drive
2024 Dodge Hornet Hornet R/T Plus Eawd,Dodge,Hornet,2024,49720,"4 gasoline direct injection, DOHC, Multiair variable valv",4,Gasoline,0,6-Spd Aisin F21-250 PHEV Auto Trans,Hornet R/T Plus Eawd,SUV,4,Acapulco Gold,Black,All-wheel Drive
2024 Jeep Wagoneer Base,Jeep,Wagoneer,2024,69085,24V GDI DOHC Twin Turbo,6,Gasoline,20,8-Speed Automatic,Base,SUV,4,Diamond Black,Black,Four-wheel Drive
2024 Nissan Murano SV Intelligent AWD,Nissan,Murano,2024,43495,"6 DOHC, variable valve control, regular unleaded, engine",6,Gasoline,6,Automatic,SV Intelligent AWD,SUV,4,Pearl White Tricoat,Graphite,All-wheel Drive
2024 Chevrolet Silverado 2500 WT,Chevrolet,Silverado 2500,2024,48995,"8 gasoline direct injection, variable valve control, regu",8,Gasoline,31,Automatic,WT,Pickup Truck,4,Wheatland Yellow,Jet Black,Rear-wheel Drive
